MO,Latitude
1,-18.83333333
9,-3.766666667
7,27.48333333
11,-15.5
0,37.45
7,25.06666667
10,60.68333333
7,32.36666667
3,-2.2
11,25.7
6,36.11666667
2,13.73333333
10,20.65
2,-21.16666667
7,8.233333333
4,48.73333333
6,-6.616666667
3,-6.75
7,-3.833333333
5,20.46666667
11,61.18333333
3,38.76666667
3,36.11666667
5,34.75
7,31.45
9,18.48333333
10,33.36666667
8,8.916666667
8,8.966666667
1,41.55
9,8.916666667
0,20.65
7,4.366666667
5,32.36666667
3,20.46666667
4,17.9
2,-27.6
10,6.5
9,-15.5
0,41.43333333
11,-18.83333333
0,-2.583333333
5,4.366666667
3,36.98333333
4,12.05
5,36.71666667
7,-9.066666667
8,10.61666667
10,-2.766666667
10,38.11666667
3,9.516666667
1,-26.41666667
8,-10.6
9,21.58333333
11,37.2
6,64.13333333
0,32.36666667
11,27.16666667
8,-3.833333333
2,21.4
3,61.18333333
3,-6.233333333
5,12.05
10,8.966666667
3,21.15
3,18.55
2,-4.533333333
6,21.48333333
1,-2.583333333
10,7.733333333
5,21.15
10,21.48333333
2,26.71666667
6,-2.766666667
7,36.85
1,14.58333333
10,21.4
2,8.233333333
2,64.13333333
2,36.11666667
4,36.71666667
6,40.23333333
5,7.733333333
11,31.45
6,-17.75
3,6.5
1,26.26666667
3,41.13333333
11,33.58333333
5,-15.5
8,-20.68333333
6,8.966666667
2,67.01666667
7,14.58333333
9,7.5
2,-9.45
0,-5.9
11,20.65
4,19.71666667
6,20.46666667
11,41.8
7,63.96666667
10,61.18333333
8,67.01666667
2,8.383333333
2,8.966666667
9,64.13333333
3,-1.383333333
1,8.383333333
5,3.866666667
9,37.55
8,14.75
5,-27.6
6,13.06666667
11,21.15
3,12.13333333
6,8.233333333
3,-6.233333333
7,22.45
7,21.48333333
4,60.68333333
4,26.71666667
3,9.516666667
7,-15.5
2,41.43333333
9,35.71666667
4,25.06666667
11,32.36666667
1,-5.9
10,31.36666667
11,14.58333333
4,-9.066666667
9,27.68333333
4,33.58333333
0,48.73333333
3,12.13333333
9,19.71666667
2,6.5
9,8.966666667
8,8.233333333
1,37.2
4,-27.6
6,8.966666667
1,32.93333333
2,27.16666667
3,13.06666667
11,5.883333333
6,-6.75
1,21.48333333
10,36.85
7,15.18333333
7,15.28333333
8,-21.16666667
1,-6.75
7,12.13333333
6,8.383333333
10,14.75
1,64.13333333
7,65.66666667
6,18.55
5,5.6
0,8.966666667
1,-6.616666667
9,7.733333333
11,19.71666667
8,-23.45
10,-5.9
7,26.26666667
10,61.18333333
11,25.35
4,-16.45
2,31.45
8,24.9
3,-6.75
10,7.733333333
5,22.76666667
2,32.36666667
3,20.65
11,6.5
5,42.55
4,8.383333333
6,38.11666667
1,17.9
0,-3.833333333
0,8.383333333
2,30.36666667
6,24.75
6,8.383333333
2,35.61666667
9,27.16666667
2,4.366666667
3,-15.5
7,-5.9
10,61.18333333
6,-17.75
11,-5.9
2,-6.75
0,12.86666667
1,-2.766666667
9,10.61666667
11,-2.766666667
11,-8.333333333
6,18.55
2,20.65
11,7.5
8,-23.4
3,13.06666667
7,24.75
1,43.43333333
2,20.65
3,14.58333333
2,8.383333333
10,27.48333333
11,22.88333333
6,24.9
4,-27.43333333
7,6.75
6,-18.83333333
9,30.13333333
10,22.76666667
4,37.2
3,25.7
11,18.55
11,12.86666667
9,20.46666667
11,-1.383333333
2,20.46666667
1,10.61666667
7,-3.766666667
8,21.48333333
7,34.85
4,-4.533333333
5,22.45
10,-17.75
10,13.73333333
4,38.76666667
4,26.71666667
6,-17.75
5,6.75
8,13.73333333
8,8.966666667
9,60.68333333
6,-27.43333333
11,33.36666667
6,10.61666667
8,31.65
6,64.13333333
7,48.73333333
1,10.61666667
11,36.71666667
8,61.18333333
8,18.55
4,25.43333333
7,21.9
5,27.16666667
8,-2.766666667
2,-2.583333333
11,-4.533333333
7,27.68333333
7,26.26666667
11,13.06666667
10,40.9
9,8.966666667
4,36.11666667
7,41.91666667
7,-15.5
11,8.916666667
7,14.58333333
2,21.58333333
2,10.61666667
6,67.01666667
10,17.9
10,37.55
2,10.61666667
9,-2.583333333
1,24.75
8,19.71666667
4,-21.25
9,40.9
0,18.55
11,7.733333333
10,13.73333333
0,31.65
9,6.5
10,8.966666667
9,10.61666667
4,5.883333333
10,-15.5
0,24.75
5,8.966666667
11,67.01666667
11,18.55
9,22.88333333
11,7.5
9,67.01666667
0,21.33333333
6,7.5
11,-4.533333333
11,-17.75
8,38.11666667
5,36.98333333
8,12.86666667
11,10.61666667
7,6.5
7,64.13333333
10,43.76666667
11,43.68333333
7,8.383333333
5,60.68333333
6,17.9
10,43.68333333
1,6.5
10,14.58333333
10,33.36666667
11,36.71666667
1,7.5
11,33.58333333
8,8.966666667
8,-5.9
4,41.8
11,10.61666667
2,31.65
10,18.55
11,-9.45
4,14.5
10,13.06666667
3,26.71666667
1,9.9
9,5.883333333
6,14.75
10,22.45
7,21.33333333
11,27.16666667
7,26.26666667
9,21.58333333
11,64.13333333
9,67.01666667
2,8.916666667
3,48.73333333
10,-23.4
6,8.916666667
4,20.65
1,5.883333333
8,-2.766666667
6,20.46666667
8,21.9
6,30.36666667
9,20.46666667
5,26.26666667
7,12.05
11,32.9
11,38.11666667
9,-16.45
5,-23.4
7,32.36666667
11,34.2
3,20.46666667
8,-10.6
4,41.55
11,8.916666667
7,63.96666667
4,25.7
2,-1.383333333
6,-2.583333333
4,22.45
5,33.58333333
4,8.916666667
7,-2.2
9,36.71666667
6,24.75
7,53.38333333
11,22.45
8,-8.116666667
5,21.15
11,-9.066666667
5,22.45
10,-18.83333333
5,-4.533333333
2,36.71666667
7,20.46666667
9,12.86666667
7,42.55
2,41.55
6,12.13333333
2,5.6
10,42.8
10,8.966666667
8,27.16666667
8,21.48333333
8,8.916666667
7,-5.9
7,64.13333333
11,30.36666667
4,6.233333333
0,17.9
5,39.3
9,14.58333333
3,14.58333333
11,5.6
7,-21.16666667
7,8.383333333
5,5.6
4,61.18333333
10,-3.766666667
5,22.33333333
9,22.45
10,4.366666667
8,32.36666667
0,36.71666667
3,32.36666667
3,4.366666667
10,-3.766666667
8,8.233333333
8,-10.6
9,-27.58333333
7,33.36666667
5,8.916666667
4,-10.6
2,-1.383333333
3,-8.116666667
4,4.366666667
10,32.36666667
0,7.5
5,25.7
2,8.966666667
3,42.56666667
3,8.233333333
10,24.78333333
0,20.65
0,5.6
2,6.233333333
1,21.9
7,-4.533333333
5,12.95
9,6.5
7,-27.6
5,6.45
8,-16.45
5,-2.2
9,9.9
3,-8.333333333
5,-3.766666667
7,21.4
10,-6.75
7,41.13333333
4,3.866666667
4,-2.2
11,31.36666667
11,9.9
5,14.58333333
3,18.55
5,-27.43333333
0,-21.25
10,12.13333333
10,22.88333333
10,26.26666667
11,-1.383333333
3,-2.2
10,-3.833333333
7,34.75
8,6.5
5,26.26666667
5,7.733333333
11,8.916666667
4,14.58333333
1,33.36666667
1,22.33333333
0,8.916666667
0,-5.9
1,20.65
3,13.73333333
10,14.58333333
11,-27.43333333
2,3.866666667
6,-17.75
2,37.45
7,36.71666667
8,25.43333333
3,-10.6
4,12.13333333
10,-5.9
7,-3.766666667
6,18.48333333
7,13.73333333
0,42.56666667
9,4.366666667
4,-6.616666667
3,4.366666667
9,32.36666667
2,6.233333333
0,41.13333333
10,-3.766666667
9,25.06666667
10,-18.83333333
5,18.48333333
6,-2.2
4,22.76666667
9,22.88333333
7,21.48333333
8,12.05
2,36.38333333
9,41.43333333
11,34.75
4,31.65
7,27.48333333
9,15.18333333
8,8.916666667
8,38.11666667
7,6.5
11,33.58333333
2,35.71666667
3,6.75
11,-6.616666667
6,60.68333333
1,9.9
2,15.18333333
11,8.233333333
4,21.15
10,-21.16666667
10,3.866666667
5,6.45
4,35.61666667
4,-2.583333333
0,60.68333333
0,21.33333333
9,-5.9
7,7.733333333
3,61.18333333
10,41.43333333
11,36.71666667
0,8.383333333
11,27.16666667
8,8.966666667
2,-27.6
10,26.71666667
11,36.11666667
11,-4.533333333
0,17.9
7,20.46666667
7,12.13333333
3,26.71666667
7,15.28333333
11,33.58333333
8,-21.16666667
1,13.06666667
11,-16.45
11,25.35
10,24.78333333
7,22.88333333
0,-2.2
6,8.966666667
3,18.55
7,33.58333333
2,21.9
9,61.18333333
8,25.06666667
6,21.48333333
4,-27.6
10,64.13333333
3,8.233333333
6,-5.9
3,35.71666667
0,25.43333333
10,35.71666667
8,31.65
8,21.33333333
1,14.58333333
5,6.5
4,8.383333333
8,35.61666667
4,22.88333333
7,6.5
8,4.366666667
3,43.76666667
1,13.73333333
4,3.866666667
5,25.43333333
0,67.01666667
6,6.5
7,30.36666667
9,36.85
4,9.9
6,17.9
1,17.05
6,21.9
2,41.8
6,21.9
7,18.48333333
4,21.33333333
11,36.98333333
0,43.43333333
2,12.95
0,13.06666667
1,18.55
9,12.95
7,36.71666667
11,21.48333333
0,30.36666667
7,24.9
2,31.65
4,14.71666667
7,22.45
10,32.36666667
6,-20.68333333
7,9.9
7,25.43333333
8,25.06666667
9,12.95
4,26.71666667
1,7.5
3,43.76666667
10,34.75
4,18.48333333
8,22.45
7,27.16666667
4,24.78333333
4,3.866666667
11,26.71666667
2,43.76666667
10,4.366666667
7,-1.383333333
5,6.233333333
5,-21.16666667
5,-6.75
1,24.9
11,36.11666667
6,6.75
11,34.8
10,24.75
11,-18.83333333
2,3.866666667
10,8.966666667
0,42.56666667
11,27.48333333
1,26.71666667
9,24.75
6,8.916666667
8,33.58333333
6,36.11666667
1,36.38333333
0,8.916666667
3,-2.2
5,34.85
5,38.76666667
6,65.66666667
8,22.45
6,17.05
5,20.46666667
11,18.55
9,-1.383333333
5,41.13333333
4,20.46666667
8,6.5
10,12.86666667
1,39.25
1,26.71666667
11,-10.6
6,7.733333333
2,30.36666667
3,-17.75
0,21.9
10,20.65
11,20.65
9,-27.6
3,53.38333333
3,41.55
5,-8.116666667
6,21.4
9,24.75
7,26.26666667
6,7.5
3,42.7
11,-2.766666667
0,-9.45
9,14.5
8,13.73333333
10,21.4
7,64.13333333
11,31.36666667
6,22.76666667
1,6.5
4,35.71666667
1,21.48333333
0,12.13333333
6,67.01666667
4,-15.5
3,10.61666667
0,48.73333333
11,25.7
4,60.68333333
10,31.65
1,30.36666667
8,21.15
2,38.11666667
11,22.76666667
4,-2.766666667
11,14.71666667
3,60.68333333
2,21.48333333
11,10.61666667
4,12.86666667
5,-1.383333333
8,-15.5
7,8.916666667
0,8.966666667
1,-3.766666667
7,41.55
2,41.43333333
5,-27.6
8,20.65
0,22.33333333
8,5.6
8,60.68333333
11,-2.766666667
6,12.86666667
9,40.23333333
9,33.36666667
3,4.366666667
7,25.7
11,25.7
6,65.66666667
8,-18.83333333
9,-23.4
9,15.18333333
2,21.58333333
7,42.55
5,13.73333333
5,8.916666667
11,6.233333333
6,9.9
10,13.73333333
1,22.45
11,38.76666667
2,21.15
5,-27.43333333
10,21.48333333
10,17.9
2,61.18333333
7,19.71666667
5,32.36666667
3,4.366666667
8,24.75
8,21.15
2,60.68333333
3,18.55
5,25.7
5,18.55
2,36.71666667
3,5.6
8,10.61666667
7,14.58333333
1,6.5
2,13.73333333
2,36.71666667
11,17.9
7,-2.766666667
1,61.18333333
11,40.23333333
1,14.71666667
11,9.516666667
6,61.18333333
9,-2.2
4,26.71666667
7,6.5
0,6.5
3,-15.5
0,4.366666667
9,21.15
7,30.13333333
11,41.13333333
5,27.68333333
3,38.11666667
2,8.966666667
2,34.85
4,41.43333333
3,17.05
5,60.68333333
8,21.15
11,-27.43333333
3,40.9
10,8.383333333
5,-27.6
5,25.7
10,-3.766666667
10,24.9
6,20.46666667
0,26.71666667
3,38.11666667
4,30.36666667
4,20.46666667
7,25.7
8,30.36666667
6,22.45
3,21.33333333
2,17.9
7,34.75
3,40.9
11,22.45
0,13.06666667
11,15.28333333
9,8.916666667
5,10.61666667
6,-18.83333333
8,21.48333333
0,-1.383333333
6,25.31666667
6,-21.16666667
5,26.26666667
7,42.55
4,25.31666667
2,5.6
3,27.16666667
9,10.61666667
6,-16.45
0,27.16666667
0,61.18333333
7,25.35
2,21.48333333
9,-20.68333333
6,10.61666667
7,27.48333333
4,21.15
9,63.96666667
7,20.46666667
8,61.18333333
5,27.48333333
0,-21.25
11,8.966666667
5,18.55
1,-21.25
4,17.9
4,6.75
8,21.15
6,8.966666667
7,-2.2
0,32.93333333
0,-2.766666667
4,-10.6
4,48.73333333
8,-1.383333333
4,21.48333333
10,-9.45
8,-8.333333333
6,30.13333333
4,24.75
10,20.65
2,8.966666667
2,19.71666667
5,13.06666667
1,34.75
0,31.65
7,41.43333333
5,34.75
10,21.58333333
7,67.01666667
4,26.71666667
2,35.71666667
5,12.95
11,61.18333333
1,12.95
4,8.383333333
1,-10.6
1,67.01666667
8,20.46666667
7,25.06666667
11,3.866666667
5,-23.4
7,31.65
11,39.3
6,34.75
11,36.38333333
8,26.71666667
5,41.43333333
0,-27.6
3,-6.233333333
3,30.36666667
2,21.33333333
10,8.916666667
3,-8.116666667
2,26.71666667
10,39.3
7,24.9
8,5.883333333
4,39.25
10,30.13333333
11,33.58333333
0,43.43333333
1,63.96666667
5,7.5
8,21.9
4,61.18333333
2,-23.4
7,-16.45
8,41.8
9,21.33333333
7,-27.6
4,7.5
6,61.18333333
8,-5.9
0,21.33333333
4,12.86666667
8,-23.45
9,-27.43333333
4,24.75
6,21.33333333
9,-5.9
0,41.13333333
6,-9.45
7,3.866666667
7,39.3
9,27.16666667
3,14.58333333
4,33.58333333
0,37.45
5,-16.45
8,6.233333333
6,13.06666667
10,21.15
4,-3.766666667
3,-1.383333333
5,6.233333333
8,43.43333333
6,22.88333333
8,33.58333333
5,21.48333333
9,6.233333333
5,20.65
9,35.61666667
5,61.18333333
8,9.516666667
6,-18.83333333
5,3.866666667
2,-16.45
10,37.55
1,36.38333333
4,21.48333333
10,-3.833333333
10,14.58333333
11,10.61666667
6,10.61666667
5,18.55
6,21.48333333
3,5.6
3,36.11666667
9,37.2
5,-2.2
4,17.05
7,10.61666667
11,24.9
0,41.8
8,8.966666667
3,21.48333333
6,-21.16666667
5,38.11666667
10,63.96666667
9,43.76666667
6,34.85
4,18.55
5,21.33333333
4,-6.233333333
0,33.36666667
0,34.85
3,21.15
2,27.68333333
9,6.233333333
7,35.61666667
10,-16.45
7,22.45
10,-8.333333333
10,34.75
9,14.58333333
5,21.4
4,8.383333333
4,8.916666667
1,-10.6
8,8.233333333
3,34.75
2,43.68333333
8,26.26666667
0,7.5
6,12.05
1,15.28333333
4,21.33333333
4,26.71666667
0,-6.75
7,26.26666667
0,3.866666667
11,18.48333333
7,36.85
9,20.65
0,12.95
2,21.33333333
4,3.866666667
7,-5.9
7,-16.45
4,8.916666667
0,37.45
5,36.71666667
11,31.65
11,-8.116666667
9,33.58333333
4,41.55
7,8.233333333
9,63.96666667
0,21.33333333
7,21.9
11,36.11666667
8,8.916666667
9,10.61666667
6,17.9
2,35.61666667
7,60.68333333
6,-21.16666667
0,35.71666667
9,8.966666667
4,21.33333333
9,-1.383333333
3,10.61666667
10,-8.116666667
10,61.18333333
4,8.966666667
9,60.68333333
7,-20.68333333
8,12.13333333
8,20.46666667
9,34.2
7,35.71666667
8,-3.766666667
11,21.58333333
10,8.383333333
6,21.33333333
0,5.6
2,22.45
10,-18.83333333
8,33.36666667
6,-10.6
6,60.68333333
0,64.13333333
2,31.65
2,26.71666667
4,9.9
2,20.46666667
2,-3.766666667
4,38.76666667
11,41.8
11,-3.766666667
0,8.916666667
2,36.38333333
1,-8.116666667
8,64.13333333
4,15.18333333
11,17.9
4,19.71666667
6,36.98333333
1,-20.68333333
1,-20.68333333
11,-17.75
9,6.233333333
5,15.28333333
7,18.48333333
1,41.43333333
2,8.233333333
0,26.26666667
3,21.4
6,20.46666667
9,41.13333333
0,3.866666667
0,6.75
11,40.9
4,67.01666667
7,67.01666667
0,25.43333333
3,8.233333333
11,32.36666667
8,-3.766666667
2,43.76666667
1,-16.45
6,33.58333333
7,31.65
7,21.15
3,26.71666667
5,64.13333333
6,-23.4
0,-18.83333333
11,21.58333333
3,22.76666667
3,12.05
6,6.45
6,21.15
2,60.68333333
9,8.916666667
9,40.9
11,8.233333333
2,10.61666667
2,30.36666667
5,12.86666667
1,24.9
10,8.966666667
0,24.75
7,26.26666667
11,42.56666667
0,37.2
1,14.75
3,21.15
9,63.96666667
11,8.233333333
3,30.36666667
11,-1.383333333
5,21.48333333
10,39.25
7,14.75
4,24.75
1,-15.5
7,21.33333333
6,13.06666667
11,8.233333333
2,35.61666667
5,21.15
0,61.18333333
8,36.85
9,21.15
0,37.45
0,21.4
5,-21.16666667
0,38.11666667
10,8.966666667
9,34.2
2,36.11666667
9,5.6
8,-4.533333333
9,33.58333333
4,6.75
1,21.15
8,17.9
7,25.06666667
6,8.233333333
10,43.5
9,21.48333333
3,35.71666667
7,8.383333333
4,38.76666667
4,26.71666667
10,32.36666667
5,17.05
4,-9.45
1,35.71666667
5,17.9
4,43.68333333
2,36.71666667
4,-1.383333333
2,37.45
6,35.61666667
3,48.73333333
11,33.58333333
9,18.55
0,-5.9
4,61.18333333
8,48.73333333
1,6.45
11,21.48333333
6,6.5
7,-8.116666667
5,60.68333333
10,27.68333333
0,21.15
9,13.06666667
11,24.75
9,10.61666667
0,24.75
2,12.13333333
1,27.48333333
8,18.55
11,18.55
4,36.38333333
6,41.43333333
3,-8.116666667
7,-17.75
8,10.61666667
7,6.75
8,61.18333333
7,4.366666667
1,-15.5
11,-23.45
10,8.966666667
5,15.28333333
2,41.8
0,38.11666667
1,-1.383333333
10,19.71666667
3,34.85
2,6.5
3,21.48333333
4,35.61666667
6,36.98333333
8,33.58333333
11,41.43333333
6,34.75
4,14.58333333
9,9.9
9,36.85
8,34.2
7,6.233333333
11,38.11666667
11,67.01666667
1,8.916666667
9,8.916666667
7,63.96666667
5,8.916666667
3,21.33333333
2,27.68333333
0,22.45
4,14.5
5,-15.5
9,21.48333333
7,41.13333333
11,21.48333333
10,24.75
9,-15.5
6,25.7
0,12.05
9,35.61666667
1,21.58333333
8,31.65
10,34.8
6,8.916666667
10,61.18333333
3,8.966666667
9,63.96666667
8,38.76666667
7,-1.383333333
8,20.46666667
5,41.13333333
4,42.7
2,-16.45
7,39.25
1,20.46666667
4,27.48333333
0,10.61666667
5,32.36666667
6,21.48333333
4,-27.43333333
3,12.95
11,25.43333333
2,18.48333333
5,26.26666667
5,-23.4
4,32.36666667
3,36.71666667
5,8.916666667
7,12.05
9,5.6
2,13.73333333
6,31.65
9,38.76666667
8,22.45
0,8.966666667
2,14.58333333
3,5.6
1,41.43333333
5,30.13333333
3,17.9
9,6.233333333
4,12.86666667
7,-27.58333333
5,27.16666667
3,24.75
0,42.56666667
4,27.68333333
4,34.75
7,-23.4
5,-21.16666667
5,4.366666667
11,33.58333333
1,5.6
8,30.36666667
2,8.383333333
7,12.13333333
9,24.9
0,10.61666667
9,10.61666667
3,-23.45
9,36.71666667
10,13.73333333
8,10.61666667
3,14.71666667
5,26.26666667
0,60.68333333
11,39.25
7,31.45
1,3.866666667
7,21.48333333
6,-2.583333333
2,-2.2
5,-21.25
6,19.71666667
8,36.71666667
10,35.61666667
3,-4.533333333
8,-4.533333333
5,20.46666667
5,31.65
7,32.36666667
0,-1.383333333
5,17.05
11,34.8
2,21.48333333
10,25.06666667
6,41.43333333
3,21.15
2,61.18333333
3,14.71666667
7,4.366666667
5,-18.83333333
5,12.95
0,6.75
1,24.9
5,14.58333333
10,41.43333333
7,3.866666667
11,15.28333333
5,-8.333333333
0,3.866666667
10,-2.583333333
10,26.71666667
11,25.43333333
6,12.86666667
1,36.71666667
10,26.71666667
0,-10.6
8,36.98333333
5,12.95
1,12.95
3,64.13333333
11,21.33333333
7,13.73333333
3,27.48333333
9,32.36666667
4,25.35
6,-16.45
10,67.01666667
4,9.9
7,14.58333333
4,-9.066666667
6,5.6
11,26.26666667
9,-2.583333333
5,27.16666667
10,-2.2
10,7.733333333
7,27.48333333
3,-23.45
0,14.71666667
10,25.06666667
1,31.65
1,21.33333333
10,21.48333333
10,8.383333333
11,21.48333333
0,-27.6
7,21.33333333
5,25.43333333
7,12.86666667
2,-23.4
7,32.36666667
0,21.48333333
8,22.76666667
7,9.516666667
0,8.233333333
4,25.7
9,12.13333333
9,12.95
7,14.5
8,38.11666667
6,-3.766666667
11,32.93333333
2,6.233333333
3,32.36666667
7,39.25
6,38.11666667
3,35.71666667
11,-2.2
3,38.11666667
1,40.23333333
4,-2.2
9,7.733333333
8,26.26666667
6,-18.83333333
0,-27.58333333
2,12.95
4,67.01666667
11,40.9
10,8.966666667
6,-20.68333333
8,26.71666667
11,21.15
0,32.36666667
1,-18.83333333
8,32.36666667
6,17.05
11,26.26666667
2,36.11666667
11,40.9
4,9.9
11,22.76666667
9,22.33333333
5,-1.383333333
3,21.48333333
9,-23.45
2,41.43333333
3,21.9
10,14.5
5,20.65
10,12.95
6,-2.766666667
4,15.18333333
10,43.5
11,43.68333333
8,15.18333333
11,-2.583333333
5,27.16666667
11,31.36666667
1,-21.16666667
1,-4.533333333
10,5.6
0,-2.766666667
10,8.966666667
9,31.36666667
7,35.61666667
10,67.01666667
8,34.75
10,33.36666667
4,17.9
9,6.45
1,15.28333333
7,63.96666667
5,26.26666667
11,-23.4
8,13.73333333
4,41.8
5,14.58333333
6,20.65
5,12.13333333
9,3.866666667
10,36.71666667
0,21.48333333
3,-2.2
11,13.06666667
2,65.66666667
9,-1.383333333
11,14.75
7,17.05
5,22.45
9,6.5
4,8.383333333
5,-20.68333333
2,8.916666667
5,5.883333333
7,5.883333333
6,21.58333333
7,30.36666667
4,39.25
3,31.65
1,26.26666667
6,8.966666667
0,22.45
1,21.48333333
11,22.33333333
4,-15.5
9,63.96666667
11,12.13333333
7,-27.58333333
7,-17.75
10,38.11666667
11,64.13333333
3,43.68333333
7,-18.83333333
10,21.15
6,17.9
8,26.26666667
10,8.966666667
1,-10.6
7,36.38333333
7,22.88333333
8,6.75
3,-2.583333333
1,8.383333333
4,33.58333333
3,14.58333333
1,8.916666667
9,27.48333333
7,7.733333333
4,27.68333333
9,6.5
10,8.916666667
9,27.48333333
0,38.76666667
5,36.85
4,26.26666667
3,-1.383333333
2,-15.5
11,-5.9
3,27.48333333
0,12.95
3,14.71666667
8,14.58333333
4,61.18333333
7,5.6
5,25.06666667
1,18.55
11,8.233333333
5,-15.5
5,36.85
5,60.68333333
2,-23.4
8,27.68333333
0,21.15
0,-20.68333333
6,67.01666667
9,14.58333333
5,-2.2
8,67.01666667
10,7.5
11,30.36666667
7,12.95
7,21.15
8,-23.4
5,26.26666667
0,-10.6
6,12.95
3,14.75
2,-27.43333333
4,22.45
4,21.33333333
5,32.36666667
10,-6.616666667
10,8.916666667
4,25.43333333
2,25.43333333
5,21.4
3,22.33333333
7,15.18333333
5,43.68333333
8,25.7
10,-2.766666667
0,67.01666667
2,-26.41666667
3,-2.2
10,35.61666667
9,6.75
8,27.48333333
1,8.383333333
1,36.11666667
8,24.9
7,-2.2
7,-23.4
7,-20.68333333
10,14.58333333
7,26.26666667
10,-15.5
4,14.58333333
8,32.36666667
5,6.5
6,22.88333333
9,6.5
6,42.56666667
0,-3.766666667
10,3.866666667
1,8.233333333
11,37.45
6,26.71666667
6,35.61666667
8,-1.383333333
4,-2.583333333
3,-27.58333333
7,8.916666667
11,-23.4
8,-20.68333333
10,64.13333333
9,-23.4
4,-15.5
7,-4.533333333
0,40.9
10,33.58333333
0,21.15
4,26.26666667
6,7.733333333
0,30.36666667
0,-2.766666667
4,27.68333333
4,-2.2
2,-20.68333333
2,43.43333333
11,-10.6
5,8.966666667
3,21.48333333
1,-26.41666667
3,8.966666667
10,8.916666667
2,41.43333333
8,6.233333333
9,37.2
1,-27.6
5,20.46666667
7,12.86666667
10,67.01666667
0,41.71666667
1,14.58333333
11,-4.533333333
7,-17.75
10,21.15
2,6.75
9,14.58333333
3,12.95
10,27.16666667
11,17.05
9,8.916666667
2,21.9
6,17.9
4,32.36666667
4,7.733333333
3,13.73333333
11,-2.583333333
0,21.48333333
5,6.5
7,34.75
5,6.5
11,-2.583333333
9,18.55
1,33.58333333
9,36.11666667
5,36.85
10,22.45
7,12.13333333
3,22.45
5,25.06666667
10,12.05
10,8.233333333
10,12.13333333
